f4_0,f4_1,f4_2,f4_3,label
0.0,0.18994951,0.4694544,3.7378185,2
0.0,5.957983,4.216067,3.588704,1
1.77703,8.642661,2.9898133,6.2761307,0
0.0,0.53185433,1.0238913,3.9985058,2
0.0,2.3580158,2.8936088,3.0219831,1
0.0,1.054231,1.7809329,3.6008868,2
0.0,0.57620865,0.32622254,3.6313112,2
1.2190883,8.5609045,3.0396748,6.203756,0
0.7682092,7.372155,2.738546,5.5106688,0
0.0,1.6912292,0.5177299,3.1177206,2
1.595154,7.6649,2.742826,6.0073404,0
3.153716,9.498041,2.7772717,6.610741,0
2.0351577,8.4612,2.7418852,6.2278423,0
1.7355753,8.169876,2.6319013,6.019763,0
0.0,0.7373468,1.8279719,3.2358484,2
1.9444515,9.351865,3.3329134,6.6308637,0
0.0,5.535006,2.7589812,4.0795717,1
0.0,4.6567965,3.3423724,3.469665,1
0.0,3.1350832,3.482512,2.768262,1
1.0947065,8.262832,2.9614763,5.8863354,0
0.0,2.5669498,3.490127,3.036523,2
0.0,1.1809378,2.3459022,3.537682,2
0.0,0.5212805,1.0385921,3.653439,2
0.0,1.5718849,1.711067,2.8629432,2
0.0,0.54684186,0.0,3.5239043,2
0.8834567,4.303525,0.0,5.0220823,0
2.8812113,9.267027,2.6783216,6.4537873,0
0.0,5.228817,3.226575,3.8412027,1
1.4429638,8.160036,2.5558832,5.567483,0
1.8385963,8.519674,2.9739199,6.4038124,0
2.610162,7.7598143,1.54287,5.621898,0
0.0,6.3225985,3.5442677,4.344412,1
0.0,1.9108129,2.8492882,3.5292606,2
0.0,0.6348878,1.4172902,2.6088564,2
0.0,0.6856895,0.0,3.692524,2
0.39603254,2.3459024,0.0,4.371173,2
0.0,4.933441,3.4434738,3.4200442,1
0.0,5.2637644,3.484002,3.441571,1
0.0,0.494321,1.0155891,4.007422,2
2.268486,8.075428,1.6616592,5.898349,0
2.1835017,9.165551,3.0795984,6.3836055,0
0.0,7.1098166,2.814977,5.1453876,0
1.8018706,8.794893,3.1211867,6.392186,0
2.792985,8.976469,2.5845146,6.1349854,0
1.2093822,7.132266,2.4720325,5.533693,0
2.84432,8.782496,2.2533827,6.1310234,0
0.0,5.020732,3.7698793,3.062304,1
0.0,7.5474896,3.3479445,5.4962363,1
2.1918857,8.442752,2.443004,6.1495857,0
2.9478328,8.739925,1.2798623,6.3001995,0
0.9234253,8.109554,2.8880713,5.780442,0
2.4665236,9.285236,3.1103425,6.5544868,0
0.0,5.4497023,4.131757,3.3935199,1
0.0,5.0463266,2.2748435,4.283877,0
0.74203014,6.3597374,2.5081525,5.223341,0
1.1286535,7.9242973,2.5479376,5.486679,0
0.0,1.851482,2.4090033,2.845118,1
1.038123,6.9565287,1.7754791,5.047765,0
0.0,6.7662363,2.8285322,4.9404416,0
0.45946562,7.4496017,2.6872945,5.1261606,0
1.1272119,7.3813524,2.5208774,5.4848785,0
1.0496488,7.907708,2.5963655,5.654481,0
0.9404584,6.9952793,2.5186496,5.6524544,0
0.0,4.479216,4.344165,3.2630792,1
0.0,3.4594533,3.2117703,2.617085,1
1.0164438,6.1409802,2.2314348,4.9666533,0
0.0,5.7454243,4.4129453,3.6563618,1
0.0,7.1414633,2.6594708,4.7967696,0
0.7935188,7.38715,2.5492408,5.287015,0
0.37124598,8.189295,3.2125323,5.9078646,0
2.6923919,9.510599,3.0500803,6.898527,0
0.0,4.3863363,3.5931652,2.7620785,1
0.0,4.221924,3.7319515,2.973384,1
0.0,2.8362093,3.164409,2.6637073,1
0.0,0.60657674,0.0,4.219071,2
0.0,3.7532032,3.8186908,3.1381826,1
0.0,5.440459,2.9361181,4.3666105,1
0.0,0.65194726,0.96493673,2.9512904,2
0.0,1.5046806,0.72638774,3.0164778,2
2.0709782,8.186395,2.5373418,5.7342362,0
1.8727958,7.2533875,2.5968344,5.027092,0
1.2731535,5.577056,1.2306006,4.34245,0
1.0488544,8.725711,3.2171865,6.3650293,0
1.8129598,8.869703,3.0555444,6.4112873,0
0.0,1.5325435,1.5915318,3.2282765,2
0.0,5.802294,4.152389,3.7551637,1
0.9735509,8.720816,3.1104586,6.112165,0
0.0,0.8088131,1.0472783,3.61136,2
1.8699894,7.932255,2.3374414,5.5615664,0
1.4925218,7.43493,2.3891435,5.1741138,0
0.0,3.4820611,3.892353,3.2818666,1
0.0,4.4357986,3.2223349,2.646131,1
0.0,6.0137863,3.6931002,4.2604923,1
0.0,0.4596818,1.6675833,3.6706781,2
0.0,0.72925097,1.8256578,3.962102,2
0.25451922,6.810616,2.5150495,5.2200756,0
0.0,4.646732,3.1669242,3.3588889,1
0.0,0.4601394,0.0,3.3475127,2
0.0,3.3946936,3.2092023,2.6537411,1
0.0,5.48396,4.714839,3.7140913,1
0.10613608,5.8674383,2.3059373,4.6921678,0
1.3912045,8.266252,2.9612505,6.065031,0
0.0,1.7159207,1.8093829,2.8944383,1
0.0,0.42959458,0.0,4.491582,2
0.0,3.8515344,2.7902088,2.6872952,1
0.0,0.5556511,0.7916405,3.5852997,2
0.0,3.9078593,2.1170597,3.2218547,0
1.3953041,8.231804,2.832502,5.824794,0
0.0,5.046892,3.2140288,3.8500438,1
0.48985624,7.767658,2.7792482,5.4672093,0
0.0,0.85482657,0.102567196,2.5772567,2
0.0,0.575951,0.4442836,3.3795323,2
0.0,0.6963272,0.0,3.889722,2
1.7603644,8.636388,2.806269,5.9920273,0
0.0,4.40697,3.5552063,3.1977313,1
0.0,6.19843,3.1743622,4.6303396,1
2.2154493,8.125666,2.4920785,5.970986,0
0.0,5.853009,3.3687282,3.5547779,1
0.0,4.5646777,4.3496976,3.3177917,1
1.1097114,7.921008,2.810311,5.667857,0
0.0,5.5041323,3.9437485,3.074892,1
0.0,0.57005715,0.0,4.0384235,2
2.004075,8.273937,2.680626,6.0411386,0
0.4325589,7.3665085,2.6387935,5.721223,0
0.0,0.50297236,0.0,3.49572,2
0.0,1.0209396,1.7190611,2.7041783,2
0.0,5.092244,2.9288654,3.9851341,1
0.0,2.3234627,3.18067,3.460675,2
0.0,5.30846,3.8119583,3.3971167,1
0.0,4.9890842,3.6048226,3.3944097,1
1.8165126,8.456066,2.8822448,6.364327,0
0.0,5.4870024,3.5863726,3.9026387,1
1.8504841,7.606024,2.8917809,5.697415,0
0.0,5.594778,3.247184,3.6587858,1
1.3972274,7.536765,2.7571356,5.6976514,0
0.0,1.5322881,1.8517579,2.666856,2
0.0,5.092244,2.9288654,3.9851341,1
0.0,2.769156,3.5692415,2.8883328,1
0.9953586,7.656647,2.7713935,5.7756886,0
0.0,1.3668792,2.3145435,3.6728568,2
0.0,7.696066,3.033595,5.519909,0
0.09350419,5.108036,1.2111119,4.0042562,0
0.0,4.683096,3.5676594,3.1044955,1
2.45513,9.00005,2.855809,6.5474234,0
0.0,5.945778,2.2265234,4.6056833,0
0.0,5.1950617,3.3060637,3.3013377,1
0.0,0.82034266,2.0768309,3.6998432,2
0.0,0.68981284,0.7918755,3.6519623,2
1.776893,8.347931,2.6007555,5.7472963,0
0.0,6.467841,3.5455065,4.2396755,1
0.0,4.559183,4.2036114,3.2777867,1
0.0,2.2473333,2.209603,2.6141496,1
0.76214814,3.9054594,0.0,3.8904116,0
0.0,5.0207787,3.4706023,3.3519855,1
0.0,5.5599737,4.1392045,3.3708444,1
2.4540243,9.147516,2.997552,6.2719197,0
0.0,7.082941,3.3296685,5.258316,1
1.7977619,5.7534065,0.0,5.468582,0
0.0,3.019012,1.0057852,3.4720893,0
1.8907434,8.183976,2.7463725,5.9921694,0
0.9078131,7.2966323,2.6027408,5.1455812,0
0.0,4.521632,4.430387,3.2870464,1
0.0,3.6515572,3.6084747,2.8349276,1
0.0,1.6159908,1.7971439,2.7771778,2
0.0,2.7281566,2.0709448,2.3864193,1
2.6272786,7.636014,1.1114268,5.658152,0
0.80151534,6.4606857,2.3955297,4.975863,0
0.0,4.439147,3.7824562,3.0825136,1
0.0,0.5494659,0.0,3.5787058,2
1.6464727,8.241557,3.147147,6.2125926,0
0.0,0.7045227,1.5909102,3.7115684,2
0.0,7.156897,3.2866418,5.4421597,1
0.45256305,7.7517357,2.8745883,5.318619,0
0.0,0.66433156,0.0,3.5632558,2
0.0,6.7902813,2.5391405,4.8646865,1
2.5512052,8.704307,2.3575497,5.9113474,0
0.0,1.0140125,1.8062627,3.1657436,2
1.7610929,8.619715,2.7806125,6.148176,0
2.3819456,7.946368,2.2885706,5.76412,0
0.0,1.085435,2.0189018,3.2680798,2
2.7406797,8.319185,2.0389125,5.8631034,0
1.7753689,6.032838,0.0,4.852287,0
0.0,4.0783405,2.7795198,3.2503076,1
2.0758507,7.138906,1.0570503,5.5176535,0
2.1386957,6.79228,1.0354087,5.1289396,0
0.0,4.7917967,2.666117,3.5180779,1
0.12469065,5.429639,2.247786,4.1585474,0
1.2796048,6.366503,2.1667807,4.955038,0
2.159688,8.847725,2.8369324,6.061897,0
0.0,6.1119576,4.2893157,3.8917274,1
0.2972083,6.1545405,2.2885756,4.8323145,0
1.009598,8.0994835,3.060456,6.2438526,0
0.0,3.2981906,3.4005368,2.9491174,1
0.0,3.2201102,2.871836,2.6617103,1
0.0,4.468393,3.86952,2.9809904,1
0.0,2.4623475,3.2095878,2.9732955,1
1.5365143,7.9253664,2.7851224,6.159562,0
0.0,4.020892,2.9483721,2.685605,1
0.0,0.50297236,0.0,3.49572,2
0.0,2.3079822,0.0,3.5517402,0
0.0,2.363567,2.095047,3.0808773,2
1.6000258,7.383454,1.9503894,5.283298,0
0.0,3.160107,2.9233296,2.761644,1
2.1662307,8.204323,2.1559105,5.592135,0
0.694602,7.151623,2.1621728,5.145338,0
1.0418234,6.86959,2.330571,4.6149745,0
0.0,6.0088015,2.4501553,4.2740107,0
0.0,4.0151043,1.2931228,3.9441853,0
0.042974412,0.5249469,0.0,4.27312,2
0.0,6.8046336,3.348742,4.7688017,1
0.0,0.62258434,1.227864,3.3973012,2
0.0,0.6804298,0.92468715,3.6486197,2
1.8173041,8.889988,2.9714353,6.3710294,0
1.5325441,8.438266,2.81963,6.0688963,0
0.0,6.484416,2.4144197,4.740704,0
0.0,5.5909567,3.2090023,3.6456032,1
0.0,1.8566222,2.709511,3.3623915,2
1.8229841,6.965478,1.3020436,5.3415327,0
0.0,3.9660692,3.247927,2.9378967,1
0.0,0.55488896,0.3094284,3.5901277,2
0.0,0.4204457,0.0,4.299415,2
0.0,2.8056662,3.309725,2.5927877,1
0.0,2.347487,3.033708,2.8678255,1
2.215177,8.691614,2.242236,5.986948,0
2.0883684,8.605823,2.98591,6.286792,0
0.35971832,6.409673,2.6268563,5.179666,0
1.8705868,9.067488,3.1671743,6.567274,0
0.0,6.7585106,3.7523804,4.1920137,1
2.522983,9.242272,2.804625,6.3615403,0
0.0,6.4465613,3.5559497,4.263781,1
2.1382236,7.203438,0.69394386,5.361658,0
0.0,2.881055,2.2157955,2.359853,1
0.0,5.776043,2.9036298,4.277693,1
2.9040298,9.061886,2.6411548,6.3583064,0
0.0,0.6590708,0.75866985,3.861934,2
0.47026008,5.119124,0.53165746,3.932584,0
0.0,0.63611066,0.6333444,4.224206,2
0.0,5.1852384,2.511547,4.151157,0
0.0,1.2233409,2.0129528,3.5292044,2
2.7343135,9.278665,2.8567436,6.640959,0
0.57414055,1.7047371,0.0,4.6750636,2
0.5983826,6.512248,2.8016028,5.2858906,0
0.0,6.8800325,3.769457,4.553056,1
0.0,6.7198286,2.8638158,4.755373,0
0.0,0.5804612,0.95254296,3.5346766,2
0.0,4.8787513,3.0484183,3.1771417,1
0.009875894,6.45339,1.9903984,4.6839066,0
0.0,5.5556784,4.0708475,3.521017,1
1.6229374,8.814012,2.9705048,6.3030534,0
0.0,3.664493,3.8551176,3.0572443,1
0.0,1.5515194,1.1002525,2.9045734,2
1.4546221,8.450064,2.9775336,6.2714844,0
0.0,0.57453585,0.44231737,4.118575,2
0.0,0.5615049,0.0,4.008933,2
0.0,4.490939,3.2717829,3.0101933,1
0.0,7.769993,3.2310646,5.4263005,0
2.6404011,8.965881,2.4951658,6.3802,0
0.0,4.221924,3.7319515,2.973384,1
0.05126834,7.778578,3.2727563,5.8577566,0
0.0,5.363942,4.164245,3.3177955,1
0.0,4.2332964,2.7348783,2.8775496,1
0.68521404,6.8616467,2.6619542,5.4755783,0
0.0,3.810122,3.6411443,2.9204855,1
0.0,0.56738406,0.0,4.3348007,2
3.0584524,8.95222,2.3598084,6.17531,0
0.7788478,7.481634,2.5362654,5.3244133,0
1.8976023,7.2579927,2.22184,5.088663,0
0.0,7.1492434,2.9685507,5.2232804,1
2.727048,9.059389,2.5195227,6.394906,0
0.0,0.5741146,1.3599812,3.4631581,2
0.0,4.290095,3.4400835,2.8458228,1
1.2552824,7.380992,2.5982723,5.9241414,0
0.0,4.0752716,1.8146167,3.4929829,1
0.0,5.2670593,4.07914,3.2699199,1
0.0,4.756489,3.7295983,3.2651715,1
0.0,6.1934433,1.9645253,4.756089,0
0.0,0.518934,1.0709183,4.1237597,2
0.2963662,7.692859,2.8153522,4.8803434,0
0.0,3.30282,3.430563,2.640183,1
2.034286,8.726552,2.9720485,6.322618,0
3.2376769,9.190824,2.2827466,6.4138675,0
0.0,6.44885,2.486543,4.7308154,0
0.0,1.8163002,2.4480019,3.2683606,2
1.1855307,8.6786,3.2198586,6.3325167,0
2.418694,6.7728915,0.4744515,5.398123,0
0.0,5.0210156,3.672417,3.16269,1
2.9164276,9.515241,2.9132962,6.662535,0
0.0,0.28877974,0.8656099,4.454094,2
0.0,3.3675838,3.794347,2.8995154,1
0.0,5.8547583,3.7875397,3.3347793,1
0.0,0.58581203,0.0,4.034387,2
0.62478375,5.7811327,2.3978164,4.4376483,0
0.0,0.50069225,0.0,4.33541,2
0.069506764,7.687604,3.0299547,5.618387,0
0.0,6.9678373,4.048706,4.5007143,1
0.0,3.2788272,2.9881628,2.796093,1
1.5521693,6.773425,1.904758,5.0596657,0
0.7579373,7.1788387,2.3564131,5.2092857,0
0.0,4.9221864,2.84941,3.8154755,1
1.0594438,7.1118174,2.7302966,5.4201584,0
0.0,5.682827,3.8305247,3.6550732,1
0.60547113,5.7618074,2.538685,4.5967255,0
0.0,2.5848343,2.4519932,2.4176242,1
1.3561983,7.3913875,2.5934882,5.815299,0
0.0,0.43536258,1.3613296,4.157754,2
0.0,1.6949761,0.0,3.607672,2
0.0,5.9624643,4.388142,3.789445,1
0.0,5.7667484,2.3686821,4.2520494,0
0.0,0.5879402,0.8660901,3.548543,2
2.0265498,7.8203735,1.8025877,5.53279,0
0.0,4.8968077,2.7338827,3.936801,0
0.0,3.050449,0.9368707,3.4558277,2
0.0,3.6189294,3.7091687,2.8506382,1
0.0,0.63366985,1.1354122,3.9117308,2
0.0,1.8488085,1.8987421,2.8150988,2
0.0,4.2202086,3.1180985,3.0160232,1
0.0,0.57532847,1.5576831,4.304424,2
0.0,2.446619,2.9686418,3.0431914,1
0.0,3.9936109,3.7851613,2.8177328,1
0.0,0.7441119,1.6056108,3.4960098,2
0.8647574,7.881406,2.9114263,5.7469063,0
0.0,1.0567725,2.2570515,3.8124733,2
0.0,7.0207405,3.0546062,5.5796776,0
0.0,6.285475,2.9199553,4.854886,0
1.6092193,7.0674114,1.5435514,5.12778,0
0.0,4.96775,4.087282,3.3408608,1
0.0,3.5375903,3.4514768,2.7784576,1
0.64812124,6.8266873,2.85574,5.6122856,0
0.0,4.9743037,3.106359,3.3985505,1
0.14320517,7.9425116,2.8482277,5.1811843,0
0.0,0.56733215,0.0,3.8071103,2
0.0,5.226015,3.4882393,3.6828308,1
0.0,1.3986073,0.0,3.3262339,2
1.5706513,6.9452,1.5870045,4.9892063,0
1.5590324,6.6860337,2.264963,5.148901,0
0.0,4.4570827,2.7684286,3.1442466,1
0.0,3.408923,3.4550042,2.7671742,1
0.0,0.54863495,0.0,4.0128,2
0.0,5.810092,2.6861584,4.9591103,0
2.1495948,7.4797673,0.66616285,5.491915,0
0.0,1.1079205,1.5383644,3.651405,2
2.3547015,8.651752,2.540792,5.914486,0
0.32541347,5.757971,2.6026914,4.8717613,0
0.0,0.41812724,0.0,4.1533775,2
2.050746,8.575222,2.6952765,6.2000475,0
0.0,3.7493286,3.241454,2.7401724,1
0.0,4.146065,3.0491276,3.1370625,1
0.0,1.7759324,2.0414484,3.1645398,2
0.0,0.70596445,0.92362654,3.9575696,2
0.0,0.89712584,0.9893677,3.1680565,2
0.0,0.5678494,0.03336191,3.1564248,2
0.0,5.6985235,2.7538552,4.2566357,1
0.0,0.91977096,2.1049676,3.5670714,2
2.1079948,8.644173,2.7921228,5.902577,0
2.0019956,8.122118,2.6662185,6.042122,0
0.0,5.5632396,4.1544123,3.3895526,1
0.0,0.6856895,0.0,3.692524,2
0.0,0.18994951,0.4694544,3.7378185,2
1.5897505,7.8913608,2.372781,5.595809,0
1.6184565,8.351275,2.9243784,6.244875,0
0.0,1.665926,0.5185051,2.1675475,2
0.0,1.5384815,2.6175244,3.5741072,2
0.8754822,7.2277784,2.450635,5.7099113,0
0.0,0.38681972,0.029240727,3.2134833,2
1.3370062,8.387029,2.8607168,5.799912,0
1.4887525,8.396599,2.801375,6.021857,0
0.0,3.5114012,4.338339,3.050413,1
0.0,5.018571,3.3365602,3.7754703,1
2.8688712,8.549532,1.9760745,5.9487653,0
0.0,4.1398134,3.7029505,2.7164974,1
0.0,0.44128305,1.1466956,4.233076,2
2.2038765,6.482586,0.0,5.3657866,0
0.0,6.4570208,2.892311,5.0427113,0
0.0,1.6999539,2.3279166,3.351294,2
0.0,0.67179775,1.5247855,3.3033237,2
0.0,1.725396,2.2147071,3.0698032,1
0.0,5.168338,3.4302647,3.3601818,1
1.5848475,5.4876547,0.0,5.0650287,0
0.0,0.53302425,1.6761856,3.7413301,2
0.26591367,4.3027644,0.7910986,3.6887288,0
0.0,5.490776,3.2324357,4.187518,1
0.0,0.525892,0.35983902,2.7350202,2
0.0,3.7027054,3.7403007,2.9545789,1
0.0,5.467043,3.0112674,3.4490104,1
0.0,1.4739753,0.34671545,3.2087421,2
0.0,6.105098,3.2191591,4.579706,1
1.3766625,8.18381,2.850544,6.039236,0
1.3132757,7.4390364,2.3838727,5.5426893,0
0.0,3.5742264,3.4483547,2.9400544,1
0.0,3.7248547,3.4595242,2.7795196,1
1.4595103,7.82013,2.8451755,5.7912426,0
0.0,2.4758666,2.3748522,2.9360704,2
0.0,6.8718157,2.8449109,5.2731524,0
1.6943284,8.735065,3.0183358,6.5021343,0
1.3032873,5.8082194,2.4254208,4.888483,0
1.8857692,7.693404,2.6237164,5.773751,0
0.0,2.761518,3.3485475,2.7202597,1
3.2107427,9.331909,2.5335479,6.452308,0
1.6064034,7.7979116,2.830118,5.806634,0
0.0,4.892372,3.5988774,3.3348532,1
0.0,5.8283243,3.7181282,4.2772875,1
1.8392686,8.5977745,2.826652,5.941147,0
0.0,3.3455653,2.82661,2.707517,1
0.0,0.64844275,0.8553726,4.0237246,2
0.0,6.731579,2.982057,5.2672515,0
0.0,0.6139651,0.45485395,3.859157,2
0.8793801,2.4396772,0.0,4.928655,2
1.4079088,9.070595,3.2656424,6.330244,0
2.1526284,7.77913,2.2343233,5.662433,0
1.8772006,8.519775,2.838144,6.214683,0
0.0,6.79508,2.9667904,4.9691825,0
1.4144866,8.54765,3.0061712,6.0963726,0
0.0,5.459465,3.3985565,4.067592,1
0.0,2.4492333,3.2528133,2.7790785,1
0.0,4.5849123,3.2088103,3.373807,1
0.0,2.4392526,3.6621366,3.2278123,1
0.0,4.965491,4.1903906,3.2771368,1
0.0,0.7630143,1.18532,3.3120153,2
0.0,0.48532546,0.6064485,4.362427,2
0.9165764,6.9331555,2.7624416,5.650792,0
0.0,0.4426153,0.7258926,2.211858,2
0.0,1.2636089,0.8995402,2.875914,2
0.0,4.3825917,4.23478,3.2104068,1
0.0,5.255216,3.223896,3.8109858,1
0.063655734,7.833892,3.0228748,5.6219654,0
0.0,0.8803374,1.7147006,3.9298606,2
0.0,0.5600615,0.813024,3.9642873,2
0.0,0.25631285,0.23937291,4.52979,2
0.0,4.282169,3.3753946,2.9407423,1
0.0,0.8183616,0.95332325,3.523435,2
0.0,4.5437527,3.267881,3.3022575,1
0.0,6.2187643,3.2434554,4.0206704,1
1.5980979,7.5505486,2.1831133,5.3436084,0
1.4200156,7.3096886,1.8203051,5.412662,0
0.0,4.8293266,3.8789804,3.3362613,1
0.0,1.9843721,1.5109967,2.6489582,1
0.0,3.9976091,2.1291416,2.9485629,1
0.0,0.56130147,1.7493844,3.5038447,2
0.0,2.1957495,2.1517713,2.8811812,1
0.0,4.307785,2.4824014,3.354228,1
0.0,1.8029366,0.0,3.3933463,2
2.6142502,9.167491,2.7812653,6.2579393,0
0.0,0.54531157,1.5948589,3.746543,2
0.0,5.8566017,3.6277757,4.5060186,1
0.0,0.2109291,0.18351299,4.191369,2
0.0,1.6443467,2.6297207,3.6615634,2
2.1950376,8.949096,2.9014363,6.5198274,0
1.847075,6.7796397,1.2005366,5.203176,0
0.0,3.66579,3.613589,2.7857833,1
1.6910796,7.851033,2.7569544,6.2289124,0
0.71782386,5.864649,1.3718868,4.6746707,0
0.0,4.136847,2.8685765,3.0903525,1
0.0,3.9079266,3.275585,3.0829363,1
0.0,5.9553556,3.7064936,4.30706,1
0.0,1.3263667,0.4029348,2.902795,2
0.0,7.4977503,2.818743,5.6992455,0
1.3128389,8.556284,2.9671576,6.1819034,0
0.0,5.42281,2.7345877,4.6967125,0
0.19601965,7.4923553,2.7680526,5.2506676,0
2.5860214,7.525214,0.24337125,5.9019547,0
0.0,5.453246,3.6464589,4.1189756,1
2.143346,8.769371,2.5592184,6.2642956,0
0.0,6.0962167,3.130121,4.6090574,1
0.0,0.5838307,0.9755146,3.5998461,2
0.0,4.8010464,4.0872955,3.2299304,1
0.0,2.631414,1.5789969,2.5357265,1
0.0,5.5288773,4.500668,3.2374783,1
0.34312415,7.241355,2.6459394,5.131292,0
0.0,4.333977,4.3861217,3.3825338,1
0.0,4.219142,3.1654303,2.6887448,1
0.0,0.7529693,0.12438762,3.8020544,2
0.6763109,7.466904,2.4745107,5.305922,0
0.0,0.22264236,0.5679454,3.8806624,2
2.1218371,8.632428,2.8981347,6.4948206,0
2.753181,8.887323,2.31598,6.1749673,0
2.0850549,8.535323,2.445074,6.143669,0
1.8894584,6.850172,2.0138192,5.058472,0
2.2910018,9.17675,2.79097,6.523884,0
0.0,4.8293467,2.5274596,4.0149746,1
0.0,3.1724658,3.5512695,2.861875,1
0.0,6.7851295,3.0165005,5.2909193,0
2.3730922,7.1306267,1.4873843,5.1610966,0
2.1258588,8.068573,1.994884,5.5885468,0
1.4765135,8.531466,2.8763666,5.9452553,0
0.0,2.480392,2.4292316,3.0121555,2
0.9234253,8.109554,2.8880713,5.780442,0
0.0,5.3224874,4.47231,3.3899374,1
0.0,1.4740295,0.0,3.0310473,2
0.0,7.308341,3.1378086,5.0924363,0
0.0,0.5365449,0.0,3.7142868,2
0.0,5.7167244,2.2347276,4.209655,0
0.0,7.628377,3.1174073,5.4221754,0
2.6134658,9.08853,2.5444443,6.1973457,0
2.031879,8.577085,3.0179987,6.24918,0
0.0,5.5097694,2.613028,4.3163166,0
1.9960673,6.9079657,1.8551018,5.0713425,0
2.496868,8.9453945,2.775015,6.5913467,0
0.0,3.937604,3.0783036,2.7315028,1
0.0,1.0000906,0.035704136,3.2073665,2
0.0,4.822712,1.8713343,3.6397247,0
0.0,3.0738933,3.0426211,2.7055793,1
0.0,2.155932,1.7370744,3.2959208,2
0.0,0.5581019,0.0,3.5620017,2
0.0,5.437829,2.7310147,4.1222024,1
2.7423792,8.999563,2.3884635,6.351885,0
0.0,3.302982,3.8446753,3.2536054,1
0.0,6.1252623,2.5152063,4.7722445,0
2.3784468,9.139066,2.8689091,6.5510774,0
0.0,0.38047022,1.2682028,4.1082335,2
0.0,0.8007064,1.181012,3.1253133,2
0.0,0.8730115,1.2509398,3.7956195,2
0.0,0.18994951,0.4694544,3.7378185,2
2.2788696,8.952586,2.8234057,6.363019,0
0.18258858,6.8021793,2.697248,5.2959146,0
1.9653238,9.021766,2.9916973,6.5663733,0
0.0,5.3993216,3.092666,3.312612,1
0.0,6.3380866,4.1765437,3.9951103,1
1.8812356,8.576035,2.8994567,6.0556664,0
0.0,4.347536,2.3780642,3.1585913,1
0.0,0.43407053,0.0,4.356218,2
0.0,4.1592093,3.8389726,3.039779,1
0.0,0.37021393,1.2063591,4.2392473,2
0.0,0.593966,1.2667186,3.9714708,2
1.1673005,7.382853,2.862534,5.368532,0
1.8695525,8.408366,2.3604352,6.017234,0
0.0,3.45265,1.5286674,3.3422112,2
1.2068483,7.857826,2.8031013,5.8041725,0
2.6345887,7.772405,2.716507,5.4131126,0
0.0,5.1935024,3.0368128,4.106439,1
0.0,0.4613514,0.76043606,3.985002,2
0.0,0.7373468,1.8279719,3.2358484,2
0.0,5.461668,3.4664378,3.4689858,1
1.3284886,8.76284,3.0800889,6.313404,0
1.6345024,7.535882,2.199772,5.5008616,0
2.388692,9.221016,2.8058093,6.4828024,0
0.48397827,7.869642,2.7241578,5.5558233,0
0.0,0.9436743,2.3387625,3.632976,2
0.0,5.1852384,2.511547,4.151157,0
0.0,7.5382366,3.017164,5.3220735,0
0.0,0.24344379,0.71816105,3.874044,2
0.0,0.9310879,1.4261696,2.8376,2
0.0,0.61736417,1.6925296,3.7310276,2
0.0,5.0935974,4.4536743,3.5030165,1
0.721457,7.2184935,2.2744975,5.021365,0
0.0,3.936934,4.2015533,3.1552284,1
0.0,6.2747135,2.9277763,5.178691,0
0.0,0.66856515,1.2830157,3.5625598,2
0.0,6.1396265,3.0996897,4.163247,1
0.0,4.486852,3.8842564,3.028218,1
0.0,6.5537024,3.3220673,4.9557343,1
2.1909246,9.228272,3.1539295,6.5997133,0
0.38626707,6.1189594,1.997629,4.165348,0
1.6331716,7.265877,2.759779,5.7567005,0
0.0,5.179239,3.5370417,3.2310715,1
2.0706117,9.431363,3.2789779,6.6115465,0
0.0,5.593107,3.094721,4.0006924,0
0.0,0.55647874,0.0,4.125514,2
0.0,0.31422672,0.27394962,3.5460653,2
0.0,3.697117,2.6235535,2.6818411,1
0.0,2.9775057,3.6114743,2.8603792,1
0.0,4.778315,1.7004654,3.929225,0
0.0,1.7404554,2.1801202,3.5191224,1
1.325724,7.676013,2.4570837,5.614055,0
0.0,4.021611,3.163463,2.6271584,1
0.0,3.2900982,2.447268,2.797701,1
0.0,0.6856895,0.0,3.692524,2
0.0,0.65248203,0.19471127,2.885654,2
0.0,5.93295,2.7420335,4.209297,1
0.4278512,6.667803,2.9132428,5.3708725,0
0.0,1.0315617,1.6146481,3.1070185,2
0.0,0.6563083,1.3828535,2.8630304,2
0.0,4.9514036,3.1699333,3.6225982,1
3.1252496,9.053626,2.1939826,6.1897135,0
2.1906466,8.971677,2.9398117,6.3083563,0
0.0,4.946887,3.6054637,3.2204866,1
0.0,1.5295261,2.2675846,3.7634559,2
0.0,5.558879,3.8170846,3.2681427,1
1.2776276,7.5176487,2.0684056,5.4320693,0
2.061246,8.366465,2.8060863,5.937114,0
0.0,3.5183668,2.9764318,2.9997668,1
0.0,1.0333312,0.0,3.6204576,2
2.1423326,9.246329,3.11613,6.696924,0
0.0,0.24116617,0.74000025,4.283535,2
0.0,0.35332906,1.2854736,3.9702427,2
0.0,0.463014,1.0135596,3.9937081,2
2.2038765,6.482586,0.0,5.3657866,0
1.8640281,7.6838446,2.3782034,5.820013,0
0.0,7.2199097,3.0604737,5.050125,0
1.8897623,6.3991785,1.6156988,4.8901176,0
0.0,4.9248714,3.9204497,3.199387,1
1.1887102,6.7373743,1.4984398,5.029527,0
0.0,1.9111352,1.8533386,2.3084254,1
